Q202735	Billy Bob Thornton
Q184	Belarus
Q11938	PSV Eindhoven
Q124120	Lutter
Q183	Germany
Q370712	Excelsior Rotterdam
Q594243	Róbinson Zapata
Q29339	Maniche
Q677852	Jonathan Rossini
Q1056734	Cesare Bonelli
Q1179841	Munkácsy Prize
Q60061	Venkatraman Ramakrishnan
Q188771	French Academy of Sciences
Q1164190	Mona Lisa
Q513629	Miquel Tarradell i Mateu
Q200321	SC Heerenveen
Q71390	Deniz Yılmaz
Q93349	Bessie Smith
Q4835474	BET Award for Best R&B Artists
Q567098	Bertel Haarder
Q106624	Ahmed Zewail
Q295090	Léon Gambetta
Q295761	Lawrence Klein
Q929111	Gennaro Delvecchio
Q792323	Axel Reimann
Q1092659	Edgar Allan Poe National Historic Site
Q478854	San Pietro Clarenza
Q21652	Lubécourt
Q935843	Grammy Lifetime Achievement Award
Q21656	Oriocourt
Q152492	Roque Santa Cruz
Q6291396	José Antonio Burciaga
Q180409	Frédéric Passy
Q563737	Anna van der Breggen
Q223936	Kingdom of Italy
Q1229335	Gyula Pap
Q553615	Léo Itaperuna
Q217105	political prisoner
Q60363	Hugo Junkers
Q47024	People's Artist of the RSFSR
Q594586	Bruno Coulais
Q548269	Chinesinho
Q157400	Idina Menzel
Q687846	Halltal
Q340961	Oschiri
Q42509	Bussero
Q335740	John Habgood
Q708795	Ramsey Clark
Q3297079	Secretary of State for Culture, Media and Sport
Q544576	Sergei Podpaly
Q5530642	Gemini Award for Best Performance by an Actress in a Continuing Leading Dramatic Role
Q17403149	Doctor of Engineering (honorary)
Q748810	Diomidis Kyriakos
Q215160	Bernd Erbel
Q768476	David di Donatello for Best Film
Q707825	Michael Victor Berry
Q314322	Andrea Ranocchia
Q1062337	Méhoncourt
Q737768	Anne Hébert
Q3315134	Minister for Women and Equalities
Q223728	Maccabi Tel Aviv F.C.
Q682556	Alberto Dines
Q286116	Alfred Bester
Q753072	Gold Medal of the Royal Astronomical Society
Q483868	Czechia men's national football team
Q1614821	Hervorragender Wissenschaftler des Volkes
Q6516519	Telenor Culture Award
Q176371	PFC CSKA Moscow
Q179191	Rock and Roll Hall of Fame
Q190525	Memento
Q1132008	Goffredo Parise
Q22307	Siersthal
Q21903	Brouck
Q22302	Lorry-lès-Metz
Q22300	Woippy
Q22301	Jouy-aux-Arches
Q20856087	NRHP district
Q9016680	Juno Award for Alternative Album of the Year
Q351934	Daniel Andersson
Q244682	Mousseaux-sur-Seine
Q1264021	Vasko Popa
Q3267	Brione
Q5593894	Grammy Award for Best Traditional Folk Album
Q560839	Samuel Goudsmit
Q924530	Felix-Raymond-Marie Rouleau
Q267930	Yasmin Qureshi
Q824343	Sampson Sievers
Q562061	market municipality
Q297430	S.S. Arezzo
Q4782150	Apsara Award for Best Actor in a Leading Role
Q4782156	Apsara Award for Best Director
Q1266885	Radomir Konstantinović
Q654620	Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Leading Role
Q104807	Adolf Winkelmann
Q609134	Joinville-le-Pont
Q32439	Stéphane Audran
Q968637	Tawfiq Ziad
Q310394	Alan Alda
Q62988	W. Michael Blumenthal
Q7669624	TCA Award for Program of the Year
Q4316843	Gorod Neman
Q982005	Nicolas Hulot
Q491732	Fondachelli-Fantina
Q160640	Raymond Aron
Q1846384	Secretary of State for Wales
Q170125	Rot Weiss Ahlen
Q3408540	Chairman of the Standing Committee of the National People's Congress
Q741382	Kapfenberger SV
Q362124	Charles Doolittle Walcott
Q237412	Richard Rogers
Q237416	Dubravka Ugrešić
Q874268	Carsten Nulle
Q220906	Neuilly-sur-Marne
Q373890	Théâtre des Variétés
Q494596	Philipp Kirkorov
Q61189	Hans Blumenberg
Q92803	Grady Booch
Q6721	U.S. Grosseto 1912
Q61180	Klaus Tennstedt
Q556570	Ankaraspor
Q738917	Hungary national under-19 football team
Q164346	Einar Gerhardsen
Q95605	Alexander Piorkowski
Q1248669	One Day at a Time
Q19597	Rangers F.C.
Q342312	Jimmy Briand
Q712575	Rastislav Michalík
Q7444357	Secretary of State for Work and Pensions
Q316931	Uwe Weidemann
Q486991	Aschersleben
Q61981	Wilhelm Worringer
Q981671	Danny Philliskirk
Q1445938	Minister of the Interior
Q3827469	Latin Grammy Award for Record of the Year
Q845333	Wolf Prize in Physics
Q151034	Kevin-Prince Boateng
Q4822180	Aurealis Award for best science fiction novel
Q251286	Niccolò Ammaniti
Q293267	Óscar Córdoba
Q190943	Wisła Kraków
Q3323451	Princess of Asturias Award for Communications and Humanities
Q1222258	Dieter Kempf
Q18662	Cardiff City F.C.
Q12249	Recreativo de Huelva
Q2216535	Walt Disney Studios
Q1227372	Dirac Medal for the Advancement of Physics
Q126447	André Moritz
Q1028073	Leandro Simioni
Q39752	Johan Martial
Q16954	Lower Normandy
Q236157	Cécile de France
Q16957	German Democratic Republic
Q586390	Mitterlabill
Q1723031	Prime Minister of Portugal
Q296033	Davide Santon
Q123013	Knœringue
Q935217	Cheyenne Jackson
Q210025	FC Nordsjælland
Q277751	Academy Award for Best Production Design
Q621552	Prix Européen de l'Essai Charles Veillon
Q470939	Mart Siimann
Q504945	Carlos Amigo Vallejo
Q191406	Israel men's national football team
Q833633	Pulitzer Prize for Fiction
Q674359	All-NBA Team
Q5530641	Gemini Award for Best Dramatic Series
Q1146861	Cy Coleman
Q692547	Höf-Präbach
Q1506751	The George B. Dantzig Prize
Q507940	Vladimir Cosma
Q605656	Gèdre
Q939743	Parliamentary Assembly of the Council of Europe
Q605655	Salvador Giner
Q3121114	Satish Kaushik
Q22303943	Order of the Three Stars, 2nd Class
Q76357	Jürgen Habermas
Q616009	Danilinho
Q1129186	Control
Q76601	Franz Joseph Emil Fischer
Q273279	Roald Hoffmann
Q108525	The Untouchables
Q440584	Richard Garcia
Q351012	Adam Straith
Q945887	Primetime Emmy Award for Outstanding Supporting Actor in a Miniseries or a Movie
Q555849	John Clarke
Q539312	Serge Klarsfeld
Q152337	Charlemagne Prize
Q92602	Tony Hoare
Q688378	Armin Wolf
Q7768	Association of South-East Asian Nations
Q333079	Joel Barnett, Baron Barnett
Q955430	Felice Piccolo
Q240767	Limp Bizkit
Q380134	Edwin H. Land
Q380133	Kiri Te Kanawa
Q15782922	American Chemical Society Award in Inorganic Chemistry
Q692723	Yonghe Temple
Q1085911	Sainte-Marie
Q737293	Gouberville
Q334358	Hambye Abbey
Q16986790	Charles E. Lutton Man of Music Award
Q1112362	Cold Squad
Q454192	Sophie Schmidt
Q42268	Trezzano Rosa
Q2566158	Novgorod Governorate
Q168642	Cho Young-cheol
Q42262	European Space Agency
Q253576	Dániel Tőzsér
Q102266	Sidney Altman
Q21335	Ohnenheim
Q906562	Stuart Schreiber
Q4834975	BBC Sports Personality Team of the Year Award
Q641	Venice
Q560603	Klodian Duro
Q16965899	People's Choice Award for Favorite Female Artist
Q29108	FC Zenit Saint Petersburg
Q1475677	canton of Chartres-Sud-Est
Q311830	German Footballer of the Year
Q718938	Carlos Rafael do Amaral
Q57434	Václav Klaus
Q1161045	Avernes
Q457460	SV Ried
Q659533	Wittenheim
Q309400	US Boulogne
Q9352	Fenestrelle
Q874469	Chhunly Pagenburg
Q18857181	Spellemannprisen for hard rock
Q156726	Ivano-Frankivsk
Q156725	University of Hamburg
Q473111	Haucourt-Moulaine
Q763282	Abdallah Bah
Q21481	Thal-Drulingen
Q272588	Abdullah Ahmad Badawi
Q1200972	Mikkeli Province
Q1085303	Christoph Klein
Q730809	Nîmes Olympique
Q936561	Guttorm Guttormsen
Q276005	Charlotte Gainsbourg
Q1150652	Saint-Pierre-d'Allevard
Q934582	Katrina and the Waves
Q838362	La Chapelle-du-Châtelard
Q4385738	Pärnu Raion
Q1037599	Carl Edvard Rotwitt
Q18701276	Order of the National Coat of Arms, 3rd Class
Q60777	Manfred Wörner
Q1132535	Little Big Man
Q932530	William Bradford
Q2741536	Leader of the Opposition
Q1091355	Paul Stewart
Q1630	Altona
Q352093	Doc Rivers
Q216468	Kurt Luedde-Neurath
Q3404933	Leconte Prize
Q159995	Walter Hallstein
Q908538	Frederick Gardner Cottrell
Q6314056	Juno Award for Classical Album of the Year – Large Ensemble or Soloist(s) with Large Ensemble Accompaniment
Q43027	Edwin Hubble
Q93956	Order of the Aztec Eagle
Q193996	Anglefort
Q199931	Leighton Meester
Q775167	canton of Seclin-Sud
Q22686	Donald Trump
Q22684	Mittelhausbergen
Q525057	Gerald Sibon
Q378276	Katarina Frostenson
Q983186	Charles Ruijs de Beerenbrouck
Q391341	Andy Slaughter
Q212770	Saint-Mard
Q725558	Krisztián Timár
Q725559	Edmund Blunden
Q229477	Bo Derek
Q97717	Helmut Markwort
Q18579098	Member of the Senate of the Philippines
Q135104	Le Kremlin-Bicêtre
Q4745055	American Society of Cinematographers Award for Outstanding Achievement in Cinematography in Theatrical Releases
Q467737	Irina Allegrova
Q302720	Boulogne
Q586944	Espen Ruud
Q3394637	Royal Swedish Academy of Engineering Sciences
Q427329	natron
Q379638	Agustín Gamarra
Q181942	Hernane Vidal de Souza
Q40649	Cristina Fernández de Kirchner
Q289112	AC Bellinzona
Q358173	Steingrímur Hermannsson
Q59302	Smerillo
Q824004	Bilal Çubukçu
Q284061	Isili
Q466989	Ali Krieger
Q193577	Kramer vs. Kramer
Q1855427	Tom W. Bonner Prize in Nuclear Physics
Q426813	Steeven Langil
Q490770	San Giuseppe Jato
Q11132	Sandra Day O'Connor
Q120454	Max Wehrli
Q44736	Loriot
Q726380	Herman Feshbach
Q223745	Guy Pearce
Q979420	Jefferson Andrade Siqueira
Q686910	Walter Schachner
Q46998	Salzano
Q1173895	David C. H. Austin
Q605135	Ercole Rabitti
Q37615	Luciano Pavarotti
Q170566	Japan men's national football team
Q1031994	Canada Gairdner International Award
Q870173	Vannes OC
Q52942	Lech Poznań
Q33083139	Member of the 2013-2016 Parliament of Iceland
Q427491	SKN St. Pölten
Q472793	Florea Voinea
Q556185	Michael Kelly
Q353970	Adelaide City Football Club
Q354678	Anastasio Bustamante
Q295706	Daniel Nathans
Q146256	Miriam Makeba
Q18678265	Occitania
Q839973	Le Sap
Q261534	Diego Forlán
Q6516020	Mads Wiel Nygaard's Endowment
Q2986505	Sir Matt Busby Player of the Year
Q134477	Paula Fox
Q207360	Swedish Academy
Q737937	Lyn 1896 FK
Q737936	Vejle Boldklub
Q294593	Jordi Cruyff
Q271612	Hideko Maehata
Q286253	Émile Mâle
Q1232133	Aschersleben Rural District
Q210768	F.C. Sheriff
Q327154	Hans Christian Andersen Award
Q640726	FC Mulhouse
Q685000	Dilys Award
Q7460544	Shadow Leader of the House of Commons
Q523548	André de Kerchove
Q674295	Saint-Nicolas-du-Bosc
Q11641	Grace Hopper
Q961373	Stan Kasten
Q1285795	Edmondo Fabbri
Q41513	William Blake
Q190884	Victor Chernomyrdin
Q643630	Schulenberg im Oberharz
Q674299	William David Coolidge
Q570109	Mbark Boussoufa
Q815890	Wellington Phoenix FC
Q8980	Albiano d'Ivrea
Q8983	Alice Superiore
Q10664	Neville Chamberlain
Q899039	Louisa Gross Horwitz Prize
Q463085	Golden Globe Award for Best Actress – Motion Picture Drama
Q779953	Henri Pourrat
Q2607382	Roebling Medal
Q183816	master's degree
Q190080	Carnegie Mellon University
Q472527	Peng Zhen
Q1299116	Manfred Wörner Medal
Q13385	SPAL
Q527594	Rodrigo Fabri
Q969743	Elmer Diktonius
Q850398	Fontenelle-en-Brie
Q16146879	International Emmy Award for best drama series
Q123483	Adolf Muschg
Q975308	NAS Award in Molecular Biology
Q723943	Pierre-Alain Frau
Q446846	Bart Goor
Q359405	Bruno Metsu
Q17497	FC Dinamo Moscow
Q151991	European Southern Observatory
Q172975	The Departed
Q50807	Dudu Georgescu
Q446848	Edith M. Flanigen
Q5932	Friesland
Q880290	Dolph Briscoe
Q214008	Eugene Spiro
Q76167	Abdurrahman Wahid
Q4974	Valledolmo
Q957689	Samir Beloufa
Q200604	Gaëtan Englebert
Q148499	Margraviate of Brandenburg
Q118404	Geschwister-Scholl-Preis
Q656411	La Baroche-sous-Lucé
Q175384	March of Dimes Prize in Developmental Biology
Q721805	Juan Pablo Pino
Q464669	Bachirou Salou
Q64915	Heinz Kessler
Q444160	Antonin Koutouan
Q64260	Uta Hagen
Q1071060	Juary
Q10387684	classified historical monument
Q5068060	Chair of the Chamber of Deputies of the Parliament of the Czech Republic
Q29726535	Daniel Patrick Moynihan Prize
Q448803	Edwin M. Stanton
Q374103	Adrian Ropotan
Q214341	University of Amsterdam
Q450673	Bairbre de Brún
Q719062	John Larsson
Q92965	Aravind Joshi
Q766143	Rob Wielaert
Q289545	Andrea Riseborough
Q1270623	Meurthe
Q665226	William Juxon
Q539254	Heiko Scholz
Q232289	Michael Smith
Q19859780	Favorite Country New Artist
Q204181	University of Tartu
Q1837070	Prix Victor-Rossel
Q1086486	Christopher Andrewes
Q15124418	honorary citizen of Munich
Q204187	Vincent Burroni
Q333847	David Steel
Q1029547	Ghimeș
Q619	Nicolaus Copernicus
Q617	Padua
Q9298	Coazze
Q615	Lionel Messi
Q536409	Maciej Murawski
Q727328	Academy Honorary Award
Q660186	José Daniel Ponce
Q5588	Frida Kahlo
Q491025	IIFA Award for Best Movie
Q399465	Chapet
Q519178	Gianluca Luppi
Q228791	Mars-la-Tour
Q444626	Andrei Lavrik
Q606107	Tourny
Q365225	Arthur C. Cope
Q561812	Lalu Prasad Yadav
Q721909	Gianluigi Lentini
Q43922	Leo XIII
Q180560	Philip Seymour Hoffman
Q1132978	Coriolanus
Q194333	Billy Joel
Q6314091	Juno Award for R&B/Soul Recording of the Year
Q795978	FC Baltika Kaliningrad
Q1253749	Dr. Erich Salomon Prize
Q282636	Grammy Award for Best Rock Song
Q828265	Faverges
Q1015818	Ecclefechan
Q1629078	H. C. Recktenwald Prize in Economics
Q521140	Icko Iben
Q295746	Oleg Salenko
Q2807	Madrid
Q779433	Sidney Drell
Q34670	Albert Camus
Q18693138	Kurd Lasswitz Award for Best Foreign Work
Q1137	Lorraine
Q433541	Jeunesse Esch
Q816779	Goiás Esporte Clube
Q1220573	Diego Viana
Q29841295	Karl Heinz Beckurts Award
Q351204	Johan Hellsten
Q616635	Tunahan Kuzu
Q6486246	Langley Gold Medal
Q2112	Bielefeld
Q2113	Maria Moors Cabot Prizes
Q632884	Georgy Shpagin
Q389628	Filmfare Award for Best Performance in a Comic Role
Q2119	Mannheim
Q797530	FC Istres
Q445438	Christopher Cross
Q2448	Yaroslavl Oblast
Q805686	RMS Baltic
Q157463	1. FC Saarbrücken
Q922611	Dommartin-lès-Toul
Q592530	Alberto Noguera
Q925935	GKS Katowice
Q94988	San Giorgio di Piano
Q436821	Cássio Oliveira
Q71112	Annette Kolb
Q3873512	Norway national under-18 association football team
Q3873513	Italy national under-18 football team
Q1818405	Knight of the Order of the Netherlands Lion
Q392133	Orenburg Governorate
Q786134	Alejandro Lago
Q548201	Esther Friesner
Q93841	Peter Rosegger
Q124107	Lièpvre
Q4363133	Computer Pioneer Award
Q335762	Pat Riley
Q1176322	David Rice Atchison
Q13635451	Grammy Award for Best Instrumental Composition
Q22097	Etzling
Q127481	Tony Gatlif
Q705668	Mauricio Wright
Q229484	Custines
Q408279	shortite
Q887117	Governor of Massachusetts
Q537046	Grimoald the Younger
Q726587	Henry Damián Giménez
Q83410	Cary Grant
Q83417	Bois-d'Arcy
Q83416	Hundsbach
Q83419	Beynes
Q1059601	Cristian González Aidinovich
Q1195647	FC Progresul București
Q455109	Sam Dominique Abouo
Q23413	castle
Q2604800	Primetime Emmy Award for Outstanding Guest Actor in a Drama Series
Q229048	Melissa McCarthy
Q190503	Arthur Leonard Schawlow
Q18663471	Trondheim Municipality Culture Award
Q317967	Kostis Palamas
Q20113740	ISS Expedition Commander
Q304262	Hannie van Leeuwen
Q21677	Ancerville
Q21675	Fontoy
Q115979	Aminatou Haidar
Q285722	Gaziantepspor
Q5231929	David Burns
Q22323	Lorry-Mardigny
Q7524426	Stardust Award for Superstar of Tomorrow – Female
Q2051240	Paracelsus Medal of the German Medical Association
Q22328	Stuckange
Q21920	Pouilly
Q155412	Toni Braxton
Q269909	Andy Burnham
Q21925	Uckange
Q977132	Oleksandr Kosyrin
Q128909	Lorenzo Ebecilio
Q158023	The White Ribbon
Q789568	Csaba Balogh
Q920357	Vadims Logins
Q612626	Anurak Srikerd
Q27787	Johan Cavalli
Q153905	Paul Celan
Q97810	Heinrich Hora
Q569028	Leon Cort
Q337958	Roger Casale
Q1730045	Karl Jaspers Prize
Q38952	Drew Brees
Q1148162	Avillers
Q1078872	Christian Baldus
Q1542180	Grammy Award for Best Reggae Album
Q1030101	Matt Birk
Q923522	James Shields
Q16321336	Shadow Secretary of State for Work and Pensions
Q104358	Billie Holiday
Q109372	Herbert Gleiter
Q67772	Eric Lobron
Q1096356	Ilija Radović
Q452139	Michèle Delaunay
Q40585	30 Seconds to Mars
Q433398	Tomáš Černý
Q313761	Jorge Campos
Q88430	Thomas Pähtz
Q1309579	Marian Pană
Q75914	Hans Cloos
Q181887	Rex Harrison
Q181883	Golden Globe Award for Best Actor – Motion Picture Musical or Comedy
Q1196738	Wanquan District
Q367557	Thorvald Stauning
Q523048	Harald Nickel
Q1078924	Christian Bauer
Q324613	Roger Cayrel
Q15063567	Grand Vizier of the Ottoman Empire
Q251040	Álvaro Luiz Maior de Aquino
Q25212272	Chief of the Armed Forces
Q270794	National Academy of Sciences
Q193218	Röyksopp
Q715963	Itay Shechter
Q4140015	Scotland national under-19 football team
Q193749	Legia Warsaw
Q21563	Saint-Martin
Q4140019	Switzerland national under-19 association football team
Q194537	WTA Doubles Championships
Q15964890	member of the House of Commons of Canada
Q4969372	British Academy Television Award for Best Entertainment Performance
Q952892	Valērijs Ivanovs
Q255296	Vasas SC
Q386216	Tokio Hotel
Q919079	Lincoln Building
Q336332	ship breaking
Q95445	Walter Dirks
Q489400	Am Dobrock
Q32419	Mamlyut District
Q19938957	member of the Senate of Romania
Q183326	Armenia men's national football team
Q14566713	sultan of Morocco
Q680728	Ian Buruma
Q152554	Party of Democratic Socialism
Q35647955	member of the 54th Parliament of the United Kingdom
Q185700	Vitebsk Region
Q569979	BAFTA Award for Best Newcomer
Q174710	University of California, Los Angeles
Q888059	Bob Latchford
Q174242	Waldemar Lindgren
Q232562	Ruth Gordon
Q174719	Grega Bole
Q399253	Agustín García-Gasco Vicente
Q504966	Andrew Gregg Curtin
Q672118	Eric Viscaal
Q664906	Route nationale 386
Q328765	Taha Hussein
Q758861	USSR State Prize
Q89217	Fritz Eichler
Q227583	Zubizuri
Q7164	World Bank
Q981945	Piero Antona
Q470950	Edward Seaga
Q618021	Luke Steele
Q501245	Venezia F.C.
Q340603	Osini
Q152770	Right Livelihood Award
Q340609	Seui
Q627302	Atari ST
Q953765	Razundara Tjikuzu
Q327948	President of Israel
Q13416768	G.S. Iraklis Thessalonikis
Q1481161	Marie Luise Kaschnitz Prize
Q718078	Bob Newhart
Q518166	Polideportivo Ejido
Q201492	McGill University
Q283983	Nina Li
Q1660046	Immermann-Preis
Q700236	German Book Prize
Q18910416	Amanda Award for Best Actor
Q1010010	Far East Krai
Q311476	Per Olov Enquist
Q254521	Jeison Murillo
Q17009	Poitou-Charentes
Q49721	Ludwig Fels
Q17005	Languedoc-Roussillon
Q4122219	Panathinaikos F.C.
Q45250	H. C. Artmann
Q5135520	closure
Q1601724	Hero of the People's Republic of Bulgaria
Q521558	André Marques
Q458604	Andrius Skerla
Q28854990	Honorary doctor of the Humboldt University of Berlin
Q3435796	Aniara Award
Q57183	Matthias Sammer
Q483020	Paris Saint-Germain FC
Q1122821	Comstock Prize in Physics
Q57634	Hashim Thaçi
Q57630	Valdis Dombrovskis
Q504299	Christian Sivebæk
Q3547550	UTV Motion Pictures
Q53747	Göran Persson
Q21317	Herrlisheim
Q21310	Wintzenheim-Kochersberg
Q53740	Ingvar Carlsson
Q841298	SNCB Class 12
Q152087	Humboldt University of Berlin
Q188568	North Macedonia men's national football team
Q965487	Dan Ito
Q14552828	member of the House of Councillors
Q731799	Giovanni Ricci
Q977915	Golden Raspberry Award for Worst Supporting Actress
Q267462	Bengtsfors Municipality
Q29011	Howl's Moving Castle
Q1522873	Josiah Willard Gibbs Lectureship
Q125777	Boron
Q1082629	Trinity
Q4835465	BET Award for Athlete of the Century
Q263702	MTV Video Music Award for Best Hip-Hop Video
Q372612	Elsa Grave
Q158848	Meshchovsk
Q4404583	Prime Minister of Bulgaria
Q462934	Amenucourt
Q1265782	Primetime Emmy Award for Outstanding Writing for a Variety Series
Q6667529	Logie Award for Most Popular Actress
Q6667528	Logie Award for Most Popular Actor
Q112756	Veit Heiduschka
Q6667526	Logie Award for Most Outstanding Drama Series
Q610146	Nykvarn
Q6667523	Logie Award for Most Outstanding Actress in a Series
Q1033016	Halle Berry
Q581617	Fernando Tejero
Q86291	Felix Karl Ludwig Machatschki
Q831114	Gabor Kallai
Q272036	Wings
Q1029480	Rafael Marques de Morais
Q21264	Kirrberg
Q943693	Hiroo Kanamori
Q943694	Geert Mak
Q250609	Hans Küppers
Q478330	Grammichele
Q241437	Yolande Moreau
Q1036620	Carl Zeiss Research Award
Q350613	Prince Jules de Polignac, 3rd Duke of Polignac
Q1264872	Marina Warner
Q730820	Nell Irvin Painter
Q619573	Flávio Alex Valêncio
Q1053786	Central Español
Q6766365	Marjory Stephenson Prize
Q249782	A Special Day
Q246731	Theodosius Dobzhansky
Q60285	Ernst Troeltsch
Q762500	Genay
Q43007	Cinisello Balsamo
Q541910	Lynn Nottage
Q1786381	L'Oréal-UNESCO Award For Women in Science
Q19858226	Minister of Church affairs and Public Education of Greece
Q43008	Locate di Triulzi
Q11879	Adriaen van der Cabel
Q170972	Socialist Party
Q2874	Urban Community of Lyon
Q3703463	David di Donatello for Best Director
Q4654099	ASCB Public Service Award
Q194291	Sirimavo Bandaranaike
Q334153	Saint-Génis-des-Fontaines Abbey
Q238041	Nancy Greene
Q1036444	Carl-Engler-Medal
Q453925	FC Vaslui
Q352017	Josef Bican
Q129655	Dougie Freedman
Q22660	Illkirch-Graffenstaden
Q22662	Maurice René Fréchet
Q573335	Heinz Müller
Q576285	Albacete Balompié
Q55171	Pedro Almodóvar
Q1062019	MTV Movie Award for Best Breakthrough Performance
Q957986	European Commissioner for Agriculture
Q15057711	caliph of Córdoba
Q613756	Marcelo Fernan
Q1414482	Filmfare Award for Best Actress
Q159646	Albert I, Prince of Monaco
Q473790	Joel Lebowitz
Q30461	president
Q6022	Göttingen district
Q393	Szczecin
Q318364	Merce Cunningham
Q674976	Rakitnoye, Belgorod Oblast
Q568109	Savonranta
Q1375117	South Asian Football Federation
Q529605	Electorate of Hesse
Q191061	Grodno Region
Q12177423	Knight Grand Cross of the Order of St Michael and St George
Q2308235	Brazil national under-20 football team
Q12526	Gironde
Q441702	David Connolly
Q51583	Joseph L. Mankiewicz
Q23681141	Voskresensky selsovet
Q1653839	IIFA Award for Best Actor
Q22405	Lachambre
Q153753	Albert Bandura
Q22406	Lengelsheim
Q1260551	Gordana Ćirjanić
Q80556	Raymond de Sauvetât
Q495313	Joao Maria Lima do Nascimento
Q50189	Annecy
Q1159891	Ville-en-Vermois
Q312895	Raí
Q270160	Neuvéglise
Q312892	Jérémy Mathieu
Q1159896	Vandelainville
Q585058	Rolf Feltscher
Q316995	Lomana LuaLua
Q585081	Daniel E. Koshland, Jr.
Q209821	Vouziers
Q735962	Saint-Martin-Don
Q18844498	Spellemann Award for pop record of the year
Q696998	National Board of Review Award for Best Director
Q737484	Seagram Building
Q968840	Kenneth Lonergan
Q968844	Romain Édouard
Q5480301	Francis Boyer Award
Q1099716	The Chronoliths
Q1906233	Mary Clark Thompson Medal
Q1653830	IIFA Award for Best Director
Q608988	CS Sedan Ardennes
Q42903	Basiano
Q109560	Kai Gehring
Q498837	Giuseppe Cardone
Q18611187	canton of Dunkerque-2
Q14839548	minor locality in Sweden
Q1377755	European Film Award for Best Director
Q512218	Jon van Rood
Q512067	Henri G. Hers
Q525927	Andy Gray
Q978582	José Luis Salgado
Q1074749	Grainville
Q6516009	Vestfolds Literature Prize
Q1331509	Prauthoy
Q754307	FC Zorya Luhansk
Q757462	Atlético Petróleos Luanda
Q1025731	Himanka
Q7371	Federico Fellini
Q1025732	Kuru
Q186349	Târgu Mureș
Q18579504	European handicraft prize
Q229232	Gloria Swanson
Q193510	University of Padua
Q488725	Park Kahi
Q201837	Matthew Upson
Q41572	Mykolaiv
Q325403	Aneurin Bevan
Q306882	Abby Erceg
Q325408	William Laud
Q718242	Marc-Antoine Fortuné
Q10600	Ray Lewington
Q19817230	canton of Faches-Thumesnil
Q656256	La Ferté-Villeneuil
Q117096	Ramon Magsaysay
Q382987	Giovanni Ferrari
Q259921	Edith Sitwell
Q38473	MTV Europe Music Award for Best Pop
Q1418009	NBA All-Rookie Team
Q761883	Wander Johannes de Haas
Q471237	Juho Vennola
Q7821794	Tony Award for Best Author
Q1334626	Emanuel Centurión
Q1710778	Jubilee Medal "In Commemoration of the 100th Anniversary of the Birth of Vladimir Ilyich Lenin"
Q490895	Gallodoro
Q616169	Jorge Oteiza
Q5958	Nienburg an der Weser
Q376834	Silver Bear for Best Actress
Q118420	Gold Medal of Navarre
Q977478	Saint-Manvieu-Bocage
Q381185	Władysław Bartoszewski
Q260649	Edie Brickell
Q103876	Peter O'Toole
Q496065	Jade North
Q18043391	senator of Ireland
Q162449	1. FFC Frankfurt
Q680052	Gottfried-Keller-Preis
Q1033714	Jamil Fearrington
Q1156363	Walter Eric Spear
Q2719748	Staromaynsky District
Q932281	European Film Award for Best Actor
Q675831	Orlando Calisto de Souza
Q92823	Edward Feigenbaum
Q767837	Aleksandar Živković
Q989447	Primetime Emmy Award for Outstanding Lead Actress in a Miniseries or a Movie
Q612041	Brewster Medal
Q215355	Sigismund von Braun
Q5836	Toledo
Q491510	Anderson Costa
Q164425	Jacques Hadamard
Q989449	Primetime Emmy Award for Outstanding Supporting Actress in a Miniseries or a Movie
Q16520	Busan
Q462119	Nenad Erić
Q26268763	Otto von der Gablentz award
Q907554	Mitsuko Mori
Q28003	Copley Medal
Q583139	Walter Arencibia
Q365020	Adolfo Bautista
Q336163	Susan Greenfield
Q365023	Judd Hirsch
Q123972	Hans Maier
Q1169658	The Song of Sparrows
Q1124532	Junior Seau
Q355830	Matteo Brighi
Q1307072	Chief Whip
Q223262	FC Luzern
Q881431	David I. Walsh
Q333533	Jeremy Hunt
Q360213	Carlos Jorge Neto Martins
Q101959	Borussia Mönchengladbach
Q4835656	British Independent Film Award for Best Supporting Actor
Q16963163	Juno Award for International Entertainer of the Year
Q43631	Leiden
Q2600026	Yellow Kid Award
Q4835652	BIFA for Best Foreign Independent Film
Q72157	Ignatz Bubis
Q4835650	British Independent Film Award for Best British Independent Film
Q945	Togo
Q214498	David Seaman
Q394451	Agnes Arber
Q399440	Bouafle
Q63628	Dominique Bussereau
Q116171	Grbavica
Q399447	Bonnelles
Q529647	Paolo Tornaghi
Q296317	Tunku Abdul Rahman
Q1411292	Fidelity Investments
Q182876	AJ Auxerre
Q10577	Tom Cleverley
Q27021071	Lannan Cultural Freedom Prize
Q659780	Grazer AK
Q587939	Waldighofen
Q4804067	Doug Chiang
Q678414	IEEE Medal of Honor
Q464724	Bella Abzug
Q117554	Carlo Alberto Guidoboni Cavalchini
Q561837	Mauricio Macri
Q2222981	Chicago Landmark
Q913615	Tony Watt
Q658561	Lezennes
Q854043	Südoststeiermark District
Q925877	Gösta Ekman
Q1478077	Living Colour
Q180588	Georgy Malenkov
Q107689	Erich Bethe
Q1319157	Nicola Beati
Q328523	Impression, Sunrise
Q15463524	Knight of the National Order of Quebec
Q399969	Aharon Appelfeld
Q107683	Ulrich Schamoni
Q107680	Helmut Brandt
